_id,pais_procedencia,ciudad_procedencia,puerto_procedencia,pais_destino,ciudad_destino,puerto_destino,fecha_llegada,fecha_salida,estado_solicitud,buque.matricula,buque.nombre,buque.tipo_buque,buque.dimensiones.peso,buque.dimensiones.largo,buque.dimensiones.ancho,muelle.nombre,muelle.estado,admin[0].id,admin[1].id,admin[2].id,admin[0].nombre,admin[1].nombre,admin[2].nombre,agente_navieros[0].id,agente_navieros[1].id,agente_navieros[2].id,agente_navieros[0].nombre,agente_navieros[1].nombre,agente_navieros[2].nombre
68102b96f121f1c634bbf750,French Southern Territories,Bryantburgh,Washington PLC,Nigeria,North Melissafort,Porter and Sons,2025-03-19T04:19:49,2025-05-08T20:29:58.337314,PENDIENTE,60E 114,Jackson-Porter,Petrolero,38617.03,135.98,11.81,friend,FUERA_DE_SERVICIO,68102b96f121f1c634bbf751,,,Jennifer Gonzalez,,,68102b96f121f1c634bbf752,68102b96f121f1c634bbf753,68102b96f121f1c634bbf754,Parrish-Munoz,Whitaker Ltd,Romero-Garcia
68102b96f121f1c634bbf755,Kiribati,Michaelfort,Hughes-Fletcher,Dominican Republic,Brianburgh,"Valdez, White and Miles",2025-04-05T13:43:08,2025-05-05T20:29:58.339336,APROBADO,RXT 556,"Flowers, Taylor and Huber",Granelero,16112.57,28.31,38.02,film,EN_USO,68102b96f121f1c634bbf756,68102b96f121f1c634bbf757,68102b96f121f1c634bbf758,Logan Diaz,Stephanie Bowman,Cole Schneider,68102b96f121f1c634bbf759,,,Harper Inc,,
68102b96f121f1c634bbf75a,Slovenia,West Dennisside,"Brown, Brown and Haynes",South Georgia and the South Sandwich Islands,Lorihaven,"Solis, Hernandez and Fields",2025-01-09T11:28:45,2025-05-03T20:29:58.340337,APROBADO,17L 5642,"Johnson, Burns and Ryan",Petrolero,13250.47,140.98,16.83,trip,DISPONIBLE,68102b96f121f1c634bbf75b,68102b96f121f1c634bbf75c,68102b96f121f1c634bbf75d,Amanda Smith,Cheryl Barker,Beverly Perez,68102b96f121f1c634bbf75e,68102b96f121f1c634bbf75f,,"Key, Smith and Campbell","Wilson, Walsh and Bryant",
68102b96f121f1c634bbf760,Austria,Ryanstad,"Griffith, Butler and Patton",Cocos (Keeling) Islands,Michellebury,Cline-White,2025-04-22T07:24:56,2025-05-04T20:29:58.343849,APROBADO,985 DWJ,"Rogers, Hoover and Kelly",Petrolero,48342.9,136.16,45.51,for,FUERA_DE_SERVICIO,68102b96f121f1c634bbf761,68102b96f121f1c634bbf762,68102b96f121f1c634bbf763,Kristen Wheeler,Mackenzie Cole,Dana Andrade,68102b96f121f1c634bbf764,68102b96f121f1c634bbf765,68102b96f121f1c634bbf766,Rollins-Gonzalez,Wright Group,Stuart-Lara
68102b96f121f1c634bbf767,Sao Tome and Principe,South Jennifer,"Williams, Booker and Estes",China,Danielton,Dean and Sons,2025-01-19T00:52:55,2025-05-07T20:29:58.344896,PENDIENTE,60X•647,Young Ltd,Petrolero,8244.24,122.49,40.73,to,EN_MANTENIMIENTO,68102b96f121f1c634bbf768,68102b96f121f1c634bbf769,,Anthony Oliver,Craig Escobar,,68102b96f121f1c634bbf76a,,,"Smith, Suarez and Sheppard",,
68102b96f121f1c634bbf76b,Qatar,Port Shawn,"Parker, Ramirez and Short",Guadeloupe,South Jamesshire,"Luna, Morris and Bolton",2025-01-22T01:26:14,2025-04-29T20:29:58.346874,PENDIENTE,SSS 781,Lopez and Sons,Granelero,28895.2,32.48,22.51,buy,EN_MANTENIMIENTO,68102b96f121f1c634bbf76c,,,Susan Carter,,,68102b96f121f1c634bbf76d,,,"Hughes, Blake and Mccarthy",,
68102b96f121f1c634bbf76e,Uganda,Lake Evanmouth,Vaughn-Barnes,Peru,New Kimberly,Oconnell-Ellison,2025-01-04T15:33:59,2025-05-06T20:29:58.347874,PENDIENTE,PXB-759,Clark PLC,Contenedor,2650.17,286.03,27.82,she,EN_MANTENIMIENTO,68102b96f121f1c634bbf76f,68102b96f121f1c634bbf770,68102b96f121f1c634bbf771,Amy Green,Tyler Robinson,Thomas Hall,68102b96f121f1c634bbf772,68102b96f121f1c634bbf773,68102b96f121f1c634bbf774,Johnson Group,"Young, Harris and Li",Wells-Mullins
68102b96f121f1c634bbf775,Christmas Island,West Stephenside,Schmidt LLC,Monaco,West Richard,Cabrera and Sons,2025-03-05T00:09:09,2025-05-01T20:29:58.348873,PENDIENTE,18R CS5,Taylor-Sims,Granelero,28144.36,246.6,47.49,in,DISPONIBLE,68102b96f121f1c634bbf776,,,Lisa Daniel,,,68102b96f121f1c634bbf777,,,Andrews Group,,
68102b96f121f1c634bbf778,San Marino,North Kimberly,Martin-Brown,Philippines,Robertostad,Henry-Griffith,2025-01-25T09:43:44,2025-05-02T20:29:58.349873,RECHAZADO,8-03579E,"Lee, West and Nelson",Carguero,32668,233.84,16.99,thought,DISPONIBLE,68102b96f121f1c634bbf779,68102b96f121f1c634bbf77a,68102b96f121f1c634bbf77b,William Willis,Jon Glover,Gregory Finley,68102b96f121f1c634bbf77c,,,Whitehead-Vargas,,
68102b96f121f1c634bbf77d,Holy See (Vatican City State),South Matthew,Wallace-Murray,Montenegro,New Davidmouth,Johnson Ltd,2025-04-25T16:37:01,2025-05-07T20:29:58.350872,RECHAZADO,633 5344,Thomas-Chang,Petrolero,46377.85,26.52,10.29,record,EN_MANTENIMIENTO,68102b96f121f1c634bbf77e,,,Mr. Travis Fowler,,,68102b96f121f1c634bbf77f,68102b96f121f1c634bbf780,,Herrera Inc,"Oneill, Roberson and Walter",
68102b96f121f1c634bbf781,Faroe Islands,North Margaret,"Buchanan, Marshall and Moore",Korea,North Christopherton,Richard Ltd,2025-02-26T13:19:03,2025-05-03T20:29:58.351872,PENDIENTE,2-4177G,Lee-Evans,Granelero,7010.88,88.94,34.46,school,EN_MANTENIMIENTO,68102b96f121f1c634bbf782,68102b96f121f1c634bbf783,,Claudia Ellison,Daniel Brown,,68102b96f121f1c634bbf784,68102b96f121f1c634bbf785,68102b96f121f1c634bbf786,Wood Inc,"Torres, Mcconnell and Harris",Bernard-Martin
68102b96f121f1c634bbf787,North Macedonia,South Joseph,Schwartz-Harper,Nauru,South Cliffordbury,Sanders-Obrien,2025-04-14T09:11:24,2025-04-29T20:29:58.353381,APROBADO,LGU 878,Delgado LLC,Contenedor,12570.02,131.61,43.29,market,FUERA_DE_SERVICIO,68102b96f121f1c634bbf788,68102b96f121f1c634bbf789,68102b96f121f1c634bbf78a,Emily Brown,Brittany Sanchez,David Wall,68102b96f121f1c634bbf78b,68102b96f121f1c634bbf78c,68102b96f121f1c634bbf78d,Banks Inc,Haley-Fischer,Miller Inc
68102b96f121f1c634bbf78e,Bouvet Island (Bouvetoya),North Jonathan,Smith-Mcintosh,Honduras,South Stevenfurt,Jones-Watson,2025-01-19T17:46:59,2025-05-01T20:29:58.355622,APROBADO,GC 61144,Gonzales-Young,Granelero,15001.28,174.93,14.2,speak,FUERA_DE_SERVICIO,68102b96f121f1c634bbf78f,68102b96f121f1c634bbf790,68102b96f121f1c634bbf791,Gregory Daniel,Cody Meyers,Kevin Salazar,68102b96f121f1c634bbf792,,,Chavez Group,,
68102b96f121f1c634bbf793,Kenya,Jamesfurt,Brewer-Guerrero,Turkmenistan,South Nathan,Wilson-Bauer,2025-04-15T05:50:30,2025-05-08T20:29:58.356631,RECHAZADO,2RQ3813,Conley-Jones,Petrolero,49754.8,76.81,43.17,around,FUERA_DE_SERVICIO,68102b96f121f1c634bbf794,68102b96f121f1c634bbf795,68102b96f121f1c634bbf796,Mckenzie Barnes,Robert Thompson,Diana Martinez,68102b96f121f1c634bbf797,68102b96f121f1c634bbf798,68102b96f121f1c634bbf799,Jordan PLC,"Cochran, Valencia and Ruiz",Anderson-Mcintosh
68102b96f121f1c634bbf79a,Saudi Arabia,West Ryan,Dean and Sons,Hungary,West Emily,Whitaker-Clark,2025-01-03T14:44:42,2025-05-02T20:29:58.358630,PENDIENTE,2615,Mccall and Sons,Petrolero,13253.42,225.15,25.97,once,EN_USO,68102b96f121f1c634bbf79b,68102b96f121f1c634bbf79c,,Monica Kim,Michael Wagner,,68102b96f121f1c634bbf79d,,,Wilson-Winters,,
68102b96f121f1c634bbf79e,Bermuda,Michaelborough,Fox Ltd,Guam,West Amandastad,Gonzales-Melton,2025-03-27T18:06:52,2025-05-03T20:29:58.359631,APROBADO,48-28820,Alvarez PLC,Carguero,49323.34,185.33,5.39,prove,EN_USO,68102b96f121f1c634bbf79f,68102b96f121f1c634bbf7a0,68102b96f121f1c634bbf7a1,Kimberly Jackson,Jason Rogers,Jean Archer,68102b96f121f1c634bbf7a2,,,George PLC,,
68102b96f121f1c634bbf7a3,Cote d'Ivoire,Patrickville,Garcia PLC,Morocco,South Kimberly,Caldwell-Pennington,2025-02-20T04:49:08,2025-05-01T20:29:58.360649,PENDIENTE,O15 2BP,"Lopez, Liu and Robinson",Carguero,28819.47,162.74,35.91,measure,EN_USO,68102b96f121f1c634bbf7a4,68102b96f121f1c634bbf7a5,68102b96f121f1c634bbf7a6,Gilbert Nguyen,Jerry Cook,Tina Coleman,68102b96f121f1c634bbf7a7,68102b96f121f1c634bbf7a8,68102b96f121f1c634bbf7a9,Kennedy PLC,Lambert Ltd,"Jimenez, Hart and Smith"
68102b96f121f1c634bbf7aa,Kazakhstan,Lake Jason,"Glenn, Stout and Gardner",Netherlands Antilles,Robertsonland,Thomas LLC,2025-03-12T03:51:43,2025-04-30T20:29:58.363247,RECHAZADO,30Z WY8,Moody PLC,Granelero,7272.33,252.31,38.68,pretty,FUERA_DE_SERVICIO,68102b96f121f1c634bbf7ab,68102b96f121f1c634bbf7ac,,John Mann,Alison Burgess,,68102b96f121f1c634bbf7ad,68102b96f121f1c634bbf7ae,,Ross Group,Hughes-Myers,
68102b96f121f1c634bbf7af,Panama,Acevedoville,Blankenship-Miller,Zimbabwe,Thomasshire,Lang LLC,2025-01-29T19:25:25,2025-04-29T20:29:58.364354,RECHAZADO,10A 901,Anderson-Jacobs,Contenedor,37896.13,154.5,28.4,west,FUERA_DE_SERVICIO,68102b96f121f1c634bbf7b0,68102b96f121f1c634bbf7b1,,Brandon Page,Kristina Tran,,68102b96f121f1c634bbf7b2,68102b96f121f1c634bbf7b3,,Simpson-Clark,"Lee, Chang and Massey",
68102b96f121f1c634bbf7b4,Chile,Sandovalbury,Gardner-Jones,Egypt,North Kaitlyn,Mendoza-Peterson,2025-03-01T12:59:09,2025-05-02T20:29:58.366359,APROBADO,EOO X89,Perez Inc,Carguero,19209.32,62.1,19.92,rest,EN_USO,68102b96f121f1c634bbf7b5,68102b96f121f1c634bbf7b6,,Gregory Barton,William Freeman,,68102b96f121f1c634bbf7b7,68102b96f121f1c634bbf7b8,,Wood-Mcfarland,Duncan-Shields,
68102b96f121f1c634bbf7b9,Reunion,Nguyenmouth,Foster Ltd,Malawi,South Edward,Miller Ltd,2025-04-15T04:27:59,2025-05-05T20:29:58.367351,APROBADO,15P XK0,"Mason, Cortez and Tran",Granelero,29168.15,268.38,41.83,change,FUERA_DE_SERVICIO,68102b96f121f1c634bbf7ba,,,Daniel Matthews,,,68102b96f121f1c634bbf7bb,68102b96f121f1c634bbf7bc,68102b96f121f1c634bbf7bd,"Simpson, Crawford and Wang",Edwards-Shaw,Hart LLC
68102b96f121f1c634bbf7be,Holy See (Vatican City State),East Ianberg,Gomez PLC,American Samoa,New Teresa,"Escobar, Osborne and Ortiz",2025-03-14T12:23:30,2025-05-08T20:29:58.368352,PENDIENTE,MNJ-0790,Thornton-Davis,Carguero,1189.73,80.64,6.89,leg,EN_USO,68102b96f121f1c634bbf7bf,,,Ashley Morales,,,68102b96f121f1c634bbf7c0,,,Horn PLC,,
68102b96f121f1c634bbf7c1,Iraq,Lake Mikayla,"Lewis, Johnson and Wagner",French Polynesia,Christon,Jones-Thomas,2025-01-16T06:05:33,2025-05-01T20:29:58.369351,PENDIENTE,081 ZPO,White Inc,Granelero,7959.9,281.17,10.71,despite,EN_MANTENIMIENTO,68102b96f121f1c634bbf7c2,68102b96f121f1c634bbf7c3,68102b96f121f1c634bbf7c4,Caitlin Daniel,Laura Moon,Eric Harrison,68102b96f121f1c634bbf7c5,68102b96f121f1c634bbf7c6,68102b96f121f1c634bbf7c7,"Rojas, Moore and Day",Thomas-Myers,Porter Inc
68102b96f121f1c634bbf7c8,Italy,West Taylorton,Hartman-Pittman,Mauritius,Lynnchester,Miller-Molina,2025-04-28T20:22:38,2025-05-05T20:29:58.371366,APROBADO,927 LA4,Lewis Group,Granelero,38456.98,289.17,23.09,Congress,EN_MANTENIMIENTO,68102b96f121f1c634bbf7c9,68102b96f121f1c634bbf7ca,68102b96f121f1c634bbf7cb,Teresa Lynn,Stacy Freeman,Laurie Black,68102b96f121f1c634bbf7cc,68102b96f121f1c634bbf7cd,68102b96f121f1c634bbf7ce,Lawson Inc,"Watkins, Williams and Mack",Duke Ltd
68102b96f121f1c634bbf7cf,Monaco,Jacobberg,"Arellano, Shannon and Farley",Slovenia,North Natalie,Rose-Huff,2025-01-30T23:22:05,2025-05-06T20:29:58.372358,PENDIENTE,643-JVM,Scott-Figueroa,Petrolero,17728.67,128.24,8.63,myself,EN_USO,68102b96f121f1c634bbf7d0,,,Steven Torres,,,68102b96f121f1c634bbf7d1,,,Miles Inc,,
68102b96f121f1c634bbf7d2,Netherlands,Wrightberg,Hall-Nelson,Azerbaijan,East Denise,Tran Group,2025-04-25T01:50:56,2025-05-01T20:29:58.373352,RECHAZADO,408-GUW,Fleming-Reynolds,Petrolero,24708.81,63.12,19.56,reason,FUERA_DE_SERVICIO,68102b96f121f1c634bbf7d3,68102b96f121f1c634bbf7d4,68102b96f121f1c634bbf7d5,Wanda Graham,Lauren Garcia,Jacob Shelton,68102b96f121f1c634bbf7d6,,,"Reid, Franklin and Walker",,
68102b96f121f1c634bbf7d7,French Guiana,Philipstad,Woods Ltd,Peru,Vazquezborough,Robinson and Sons,2025-03-31T13:21:52,2025-05-06T20:29:58.375354,RECHAZADO,093LRC,"Bowman, Petty and Ortiz",Contenedor,39262.84,285.2,26.63,tax,DISPONIBLE,68102b96f121f1c634bbf7d8,68102b96f121f1c634bbf7d9,,Rebecca Smith,Mrs. Rebecca Reed DVM,,68102b96f121f1c634bbf7da,68102b96f121f1c634bbf7db,68102b96f121f1c634bbf7dc,"Jones, Smith and Salazar","Welch, Oconnor and Tate",Gibson-Thompson
68102b96f121f1c634bbf7dd,Ethiopia,Burgessberg,Salas and Sons,Oman,Lake Kylestad,Cooke and Sons,2025-01-30T23:30:37,2025-05-06T20:29:58.377358,PENDIENTE,561 BUN,Scott-Frederick,Carguero,4081.83,299.8,37.62,tree,FUERA_DE_SERVICIO,68102b96f121f1c634bbf7de,68102b96f121f1c634bbf7df,68102b96f121f1c634bbf7e0,Geoffrey Curtis,Anthony Campbell,Joshua Keller,68102b96f121f1c634bbf7e1,,,Santos-Coleman,,
68102b96f121f1c634bbf7e2,Tajikistan,Lake Andrew,Gross and Sons,Vietnam,Lake Philipport,"Bell, Lee and Paul",2025-03-10T08:08:59,2025-05-01T20:29:58.378351,RECHAZADO,D91-15N,"Knapp, Lowe and Johnson",Carguero,13037.46,125.45,20.99,understand,DISPONIBLE,68102b96f121f1c634bbf7e3,68102b96f121f1c634bbf7e4,,Julie Watts,Derek Morrison,,68102b96f121f1c634bbf7e5,,,"White, Church and Serrano",,
68102b96f121f1c634bbf7e6,Turks and Caicos Islands,Lake Lauraside,Reese-Marsh,Sudan,Lake Mollytown,"Gonzalez, Peterson and Carter",2025-03-26T22:18:50,2025-04-29T20:29:58.380359,RECHAZADO,LMW6063,Williams Group,Granelero,39518.54,248.38,32.56,according,EN_USO,68102b96f121f1c634bbf7e7,,,Barbara Andrews,,,68102b96f121f1c634bbf7e8,68102b96f121f1c634bbf7e9,,Brooks and Sons,"Moreno, Mcintyre and Patel",
68102b96f121f1c634bbf7ea,Australia,Michelleton,Jackson-Palmer,Denmark,Kevinshire,Gardner-Jennings,2025-03-02T21:00:58,2025-04-30T20:29:58.381361,RECHAZADO,YRP 957,Gaines-Manning,Contenedor,49259.35,142.9,49.58,both,EN_USO,68102b96f121f1c634bbf7eb,68102b96f121f1c634bbf7ec,,Kimberly French,Brian Brown,,68102b96f121f1c634bbf7ed,,,"Brown, Jenkins and Kim",,
68102b96f121f1c634bbf7ee,Trinidad and Tobago,Christopherhaven,"Holland, Fox and Johnson",Grenada,Phillipsshire,Lee-Small,2025-01-05T00:00:25,2025-05-04T20:29:58.383361,PENDIENTE,TZS-454,Fox PLC,Contenedor,22297.53,97.12,9.17,part,DISPONIBLE,68102b96f121f1c634bbf7ef,68102b96f121f1c634bbf7f0,,Ian Gardner,Dillon Roman,,68102b96f121f1c634bbf7f1,68102b96f121f1c634bbf7f2,68102b96f121f1c634bbf7f3,"Hall, Hernandez and Brock",Wilkinson-Price,Ingram Ltd
68102b96f121f1c634bbf7f4,New Caledonia,Burnettton,Maxwell-Smith,South Georgia and the South Sandwich Islands,Johnsonland,Parker-Salazar,2025-02-16T08:51:45,2025-04-29T20:29:58.385359,RECHAZADO,678 GZZ,Lynch Group,Petrolero,38736.38,277,44.49,yard,EN_MANTENIMIENTO,68102b96f121f1c634bbf7f5,68102b96f121f1c634bbf7f6,68102b96f121f1c634bbf7f7,Sheryl Curry,Garrett Moore,Marc Shaw,68102b96f121f1c634bbf7f8,,,Roberts LLC,,
68102b96f121f1c634bbf7f9,Uzbekistan,East Kristin,Higgins and Sons,Wallis and Futuna,West Lauratown,Bradley-Knight,2025-04-01T20:47:55,2025-05-06T20:29:58.386354,PENDIENTE,IPK-421,"Mccormick, Pena and Suarez",Contenedor,26283.42,118.12,47.54,but,DISPONIBLE,68102b96f121f1c634bbf7fa,,,Mary Nicholson,,,68102b96f121f1c634bbf7fb,68102b96f121f1c634bbf7fc,,Weaver-Johnson,Powell and Sons,
68102b96f121f1c634bbf7fd,Somalia,South Brenda,King-Garcia,South Georgia and the South Sandwich Islands,West Davidfort,Mckay-Chen,2025-02-14T06:03:01,2025-04-30T20:29:58.387360,RECHAZADO,JRG-933,"Ali, Campbell and Chandler",Granelero,47167,144.68,34.32,their,EN_USO,68102b96f121f1c634bbf7fe,,,Brooke Myers,,,68102b96f121f1c634bbf7ff,,,"Johnston, Bradford and Hughes",,
68102b96f121f1c634bbf800,Faroe Islands,New Timothy,Wright PLC,Luxembourg,New Adrian,"Lang, Fuller and Jones",2025-04-18T08:41:39,2025-04-30T20:29:58.389463,RECHAZADO,532-QBQ,"Schaefer, Lucas and Johnson",Contenedor,43127.12,41.02,38.8,within,EN_USO,68102b96f121f1c634bbf801,68102b96f121f1c634bbf802,68102b96f121f1c634bbf803,Alexandra Sandoval,Robert Martin,Susan Powell,68102b96f121f1c634bbf804,68102b96f121f1c634bbf805,68102b96f121f1c634bbf806,Robinson-Rodriguez,Kelly-Johnson,Turner PLC
68102b96f121f1c634bbf807,Saudi Arabia,Popetown,"Figueroa, Leon and Cummings",Armenia,North Adrienne,Morales-Mendoza,2025-04-05T20:20:49,2025-05-01T20:29:58.390472,RECHAZADO,350X,"Gomez, Fisher and Jackson",Carguero,8820.17,166.39,17.42,ahead,FUERA_DE_SERVICIO,68102b96f121f1c634bbf808,,,Anthony Clayton,,,68102b96f121f1c634bbf809,68102b96f121f1c634bbf80a,,"Cuevas, Moore and Fitzgerald","Mejia, Parker and Parker",
68102b96f121f1c634bbf80b,Brazil,Taylorfurt,Golden-Lewis,Kazakhstan,Kimberlymouth,Nelson Ltd,2025-01-26T22:27:07,2025-05-04T20:29:58.393366,RECHAZADO,ARG 461,"Lawrence, Adams and Harrell",Contenedor,12190.02,106.86,14.14,nice,DISPONIBLE,68102b96f121f1c634bbf80c,,,Kelly Clark,,,68102b96f121f1c634bbf80d,68102b96f121f1c634bbf80e,,"Malone, Robertson and Brown",Henderson-Williamson,
68102b96f121f1c634bbf80f,Slovenia,Jorgeton,"Scott, Brown and Munoz",Mozambique,Laceyburgh,Chavez and Sons,2025-02-13T10:51:45,2025-05-02T20:29:58.395474,APROBADO,UJX 385,Odom-Diaz,Carguero,29636.66,63.8,34.49,wear,EN_USO,68102b96f121f1c634bbf810,68102b96f121f1c634bbf811,,Chad Glover,Robert Cervantes,,68102b96f121f1c634bbf812,68102b96f121f1c634bbf813,,Nielsen and Sons,"Booker, Wright and Gregory",
68102b96f121f1c634bbf814,Guatemala,Lake Johnnymouth,"Cooper, Allen and Gordon",Togo,Scottview,"Cabrera, Alvarez and Sanchez",2025-01-05T13:57:28,2025-05-08T20:29:58.397464,PENDIENTE,2-2264J,Atkinson-Cooper,Carguero,21387.91,127.58,41.09,including,EN_MANTENIMIENTO,68102b96f121f1c634bbf815,68102b96f121f1c634bbf816,,Tina George,Alexandra Norris,,68102b96f121f1c634bbf817,68102b96f121f1c634bbf818,68102b96f121f1c634bbf819,"Lane, Mahoney and Reeves",Henry Inc,"Lynch, Long and Thompson"
68102b96f121f1c634bbf81a,Netherlands,Trevorview,Williams and Sons,Burundi,South Shelbyton,Nelson LLC,2025-01-17T11:05:52,2025-05-04T20:29:58.399463,APROBADO,092 2OR,Mendoza-Austin,Petrolero,13253.55,32.46,44.44,stand,EN_USO,68102b96f121f1c634bbf81b,68102b96f121f1c634bbf81c,68102b96f121f1c634bbf81d,Jennifer Holder,Carrie Bass,Michelle Ward,68102b96f121f1c634bbf81e,68102b96f121f1c634bbf81f,68102b96f121f1c634bbf820,Harris-Moore,"Kennedy, Frank and Gould",Wilson Ltd
68102b96f121f1c634bbf821,Sudan,Mendezville,"Adams, Lewis and White",Mali,New Haley,Watkins Group,2025-04-04T22:29:19,2025-05-02T20:29:58.401461,APROBADO,HDT 365,Mendoza PLC,Granelero,5545.59,129.33,32.03,off,DISPONIBLE,68102b96f121f1c634bbf822,,,Isaiah Johnson MD,,,68102b96f121f1c634bbf823,68102b96f121f1c634bbf824,68102b96f121f1c634bbf825,"Rivera, Brown and Cannon",Cantrell LLC,"Davis, Cook and Davis"
