_id,descripcion_servicio,total,iva,fecha_emision,fecha_vencimiento,estado,procesos[0].tipo_operacion,procesos[1].tipo_operacion,procesos[2].tipo_operacion,procesos[0].tipo_carga,procesos[1].tipo_carga,procesos[2].tipo_carga,procesos[0].tipo_producto,procesos[1].tipo_producto,procesos[2].tipo_producto,procesos[0].cantidad,procesos[1].cantidad,procesos[2].cantidad,procesos[0].precio_unitario,procesos[1].precio_unitario,procesos[2].precio_unitario,procesos[0].subtotal,procesos[1].subtotal,procesos[2].subtotal,procesos[0].descripcion,procesos[1].descripcion,procesos[2].descripcion,procesos[0].maquinas[0].nombre,procesos[1].maquinas[0].nombre,procesos[0].maquinas[1].nombre,procesos[2].maquinas[0].nombre,procesos[1].maquinas[1].nombre,procesos[2].maquinas[1].nombre,procesos[0].maquinas[0].estado,procesos[1].maquinas[0].estado,procesos[0].maquinas[1].estado,procesos[2].maquinas[0].estado,procesos[1].maquinas[1].estado,procesos[2].maquinas[1].estado,procesos[0].maquinas[0].cantidad,procesos[1].maquinas[0].cantidad,procesos[0].maquinas[1].cantidad,procesos[2].maquinas[0].cantidad,procesos[1].maquinas[1].cantidad,procesos[2].maquinas[1].cantidad,usuarios[0]
6816ad9504ea5839aa7eaca2,Production professional yard effort answer sea vote.,106204,16956.93,2025-05-03 18:58:13,2025-06-07 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,LQ,CG,,trial,place,,2,1,,20950,47347,,41900,47347,,Tv less image page herself.,Issue yeah line.,,when,pressure,help,,,,DISPONIBLE,EN_USO,EN_MANTENIMIENTO,,,,2,10,3,,,,6816ad9504ea5839aa7ea982
6816ad9504ea5839aa7eaca3,Eight close join above generation.,310118,49514.57,2025-05-03 18:58:13,2025-06-25 18:58:13,CANCELADO,SOLICITUD_DESCARGA,,,CN,,,industry,,,7,,,37229,,,260603,,,Into prevent happy this like anyone.,,,consider,,,,,,FUERA_DE_SERVICIO,,,,,,7,,,,,,6816ad9504ea5839aa7ea983
6816ad9504ea5839aa7eaca4,Training early begin Mr senior.,359294,57366.32,2025-05-03 18:58:13,2025-06-06 18:58:13,PAGADA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,,LQ,GS,,board,wear,,3,8,,22992,29119,,68976,232952,,Stop office meeting force collection guess notice.,Sure keep order rather ground almost recognize.,,training,form,,,ability,,FUERA_DE_SERVICIO,DISPONIBLE,,,FUERA_DE_SERVICIO,,1,4,,,6,,6816ad9504ea5839aa7ea984
6816ad9504ea5839aa7eaca5,Fill worker seek project so.,659919,105365.26,2025-05-03 18:58:13,2025-06-03 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,GL,GL,CN,if,green,pull,10,2,10,32895,25247,17511,328950,50494,175110,State benefit enough enough.,Seat particular treatment yes cut to.,Measure third own coach off war.,significant,consider,,science,anyone,they,FUERA_DE_SERVICIO,EN_USO,,DISPONIBLE,EN_USO,FUERA_DE_SERVICIO,4,9,,9,6,3,6816ad9504ea5839aa7ea985
6816ad9504ea5839aa7eaca6,Exactly everyone PM chance family.,50759,8104.45,2025-05-03 18:58:13,2025-06-06 18:58:13,CANCELADO,SOLICITUD_DESCARGA,,,LQ,,,sound,,,1,,,42655,,,42655,,,Tonight suffer current break wish church low.,,,stay,,standard,,,,DISPONIBLE,,DISPONIBLE,,,,9,,2,,,,6816ad9504ea5839aa7ea986
6816ad9504ea5839aa7eaca7,Father pass policy throw.,346314,55293.8,2025-05-03 18:58:13,2025-06-23 18:58:13,PAGADA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,,RO,LQ,,which,several,,4,9,,37961,15464,,151844,139176,,Trip in without institution.,Role dream bag.,,particularly,better,,,movement,,EN_USO,EN_USO,,,EN_USO,,10,8,,,9,,6816ad9504ea5839aa7ea987
6816ad9504ea5839aa7eaca8,Culture employee success office subject.,71271,11379.48,2025-05-03 18:58:13,2025-06-17 18:58:13,PENDIENTE,SOLICITUD_CARGA,,,GL,,,response,,,2,,,29946,,,59892,,,Outside doctor particularly.,,,minute,,wrong,,,,EN_USO,,EN_USO,,,,9,,7,,,,6816ad9504ea5839aa7ea988
6816ad9504ea5839aa7eaca9,Shake yet dream.,381513,60913.81,2025-05-03 18:58:13,2025-06-27 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,GL,LQ,GL,its,full,suffer,9,5,2,19402,11239,44893,174618,56195,89786,Of fast report adult he.,Me fact bad happen.,Drop town happen pass somebody phone back.,improve,point,,head,,,DISPONIBLE,EN_USO,,FUERA_DE_SERVICIO,,,5,4,,8,,,6816ad9504ea5839aa7ea989
6816ad9504ea5839aa7eacaa,Affect need industry scientist.,184114,29396.42,2025-05-03 18:58:13,2025-06-17 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,CN,LQ,,media,form,,2,2,,49270,28089,,98540,56178,,Put bag tough blue.,Over study wife edge although will.,,deep,south,together,,feeling,,FUERA_DE_SERVICIO,EN_MANTENIMIENTO,EN_USO,,DISPONIBLE,,6,9,9,,8,,6816ad9504ea5839aa7ea98a
6816ad9504ea5839aa7eacab,Tree drug sister almost whether occur community.,270786,43234.69,2025-05-03 18:58:13,2025-06-09 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,GL,GL,,remain,since,,5,1,,38220,36451,,191100,36451,,Husband key exactly daughter analysis cut last.,Watch receive film rich cup sure find several.,,all,simple,source,,,,DISPONIBLE,FUERA_DE_SERVICIO,EN_USO,,,,9,7,4,,,,6816ad9504ea5839aa7ea98b
6816ad9504ea5839aa7eacac,Way six perform candidate.,1058662,169030.08,2025-05-03 18:58:13,2025-06-09 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,RO,CN,GL,alone,expert,kitchen,10,6,4,47328,48814,30867,473280,292884,123468,Letter measure scene election.,Way approach address first talk study until.,Notice eye town former mouth.,street,wall,,baby,address,,DISPONIBLE,FUERA_DE_SERVICIO,,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,6,4,,1,10,,6816ad9504ea5839aa7ea98c
6816ad9504ea5839aa7eacad,Fill style opportunity TV.,198855,31749.95,2025-05-03 18:58:13,2025-06-24 18:58:13,ATRASADO,SOLICITUD_DESCARGA,,,CN,,,image,,,5,,,33421,,,167105,,,Take total population.,,,bill,,,,,,EN_USO,,,,,,2,,,,,,6816ad9504ea5839aa7ea98d
6816ad9504ea5839aa7eacae,Senior so fire carry.,1194453,190710.98,2025-05-03 18:58:13,2025-06-03 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,GL,GL,CG,small,walk,floor,9,5,10,45853,25649,46282,412677,128245,462820,Fight tell performance budget job nation.,Laugh street shake morning.,Wish trade material clearly control.,general,party,,it,,never,FUERA_DE_SERVICIO,EN_USO,,EN_USO,,EN_USO,3,8,,9,,5,6816ad9504ea5839aa7ea98e
6816ad9504ea5839aa7eacaf,Write buy sing home next such assume.,298955,47732.37,2025-05-03 18:58:13,2025-07-02 18:58:13,CANCELADO,SOLICITUD_CARGA,,,RO,,,later,,,7,,,35889,,,251223,,,Animal perhaps form arrive.,,,ready,,,,,,DISPONIBLE,,,,,,2,,,,,,6816ad9504ea5839aa7ea98f
6816ad9504ea5839aa7eacb0,Amount risk hour better store work push building.,54985,8779.14,2025-05-03 18:58:13,2025-06-16 18:58:13,ATRASADO,SOLICITUD_DESCARGA,,,CN,,,strategy,,,3,,,15402,,,46206,,,Seven system mother law PM.,,,away,,,,,,EN_MANTENIMIENTO,,,,,,3,,,,,,6816ad9504ea5839aa7ea990
6816ad9504ea5839aa7eacb1,Watch despite voice reason.,22107,3529.63,2025-05-03 18:58:13,2025-06-09 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,,,CN,,,responsibility,,,1,,,18577,,,18577,,,Require free land out.,,,culture,,structure,,,,DISPONIBLE,,EN_USO,,,,5,,3,,,,6816ad9504ea5839aa7ea991
6816ad9504ea5839aa7eacb2,Once goal military seem child.,533522,85184.22,2025-05-03 18:58:13,2025-06-28 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,LQ,RO,,fall,friend,,3,8,,21134,48117,,63402,384936,,Whether threat stuff tax pressure walk.,Training federal speak PM fast practice management.,,economic,how,movie,,in,,EN_MANTENIMIENTO,EN_USO,DISPONIBLE,,FUERA_DE_SERVICIO,,7,5,7,,6,,6816ad9504ea5839aa7ea992
6816ad9504ea5839aa7eacb3,Any once card laugh rich heavy structure.,259415,41419.24,2025-05-03 18:58:13,2025-07-02 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,LQ,GS,,floor,soldier,,10,4,,17260,11349,,172600,45396,,Side office rich without onto recently eye.,Economic example past deep growth begin me.,,read,need,,,,,EN_USO,DISPONIBLE,,,,,7,8,,,,,6816ad9504ea5839aa7ea993
6816ad9504ea5839aa7eacb4,Total all upon chance safe choice.,676051,107940.9,2025-05-03 18:58:13,2025-06-19 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,GL,GL,,here,about,,10,8,,17703,48885,,177030,391080,,Trouble generation stuff girl half population respond.,Outside star sound raise only.,,claim,prepare,,,brother,,EN_USO,EN_MANTENIMIENTO,,,EN_USO,,4,3,,,4,,6816ad9504ea5839aa7ea994
6816ad9504ea5839aa7eacb5,Federal our above program treat paper whom.,518189,82736.07,2025-05-03 18:58:13,2025-06-02 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,CN,CN,LQ,early,ago,structure,7,5,4,46554,11843,12590,325878,59215,50360,Future agreement civil like over occur hit.,Second health staff yes.,Agree and actually significant where.,brother,main,avoid,safe,more,,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,EN_USO,,7,6,5,6,7,,6816ad9504ea5839aa7ea995
6816ad9504ea5839aa7eacb6,Husband father point.,524614,83761.88,2025-05-03 18:58:13,2025-06-07 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,CN,CG,,major,firm,,4,10,,40453,27904,,161812,279040,,So behind decide fact respond.,Return popular third order dinner executive.,,billion,charge,American,,region,,DISPONIBLE,DISPONIBLE,EN_MANTENIMIENTO,,EN_MANTENIMIENTO,,5,3,9,,1,,6816ad9504ea5839aa7ea996
6816ad9504ea5839aa7eacb7,Win sort establish able wonder scene at.,576586,92059.94,2025-05-03 18:58:13,2025-06-26 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_CARGA,,GL,RO,,produce,month,,10,8,,28995,24322,,289950,194576,,Rule adult notice either run notice time.,Your act enter garden born idea number example.,,particular,item,work,,fall,,EN_USO,EN_MANTENIMIENTO,DISPONIBLE,,DISPONIBLE,,3,9,7,,6,,6816ad9504ea5839aa7ea997
6816ad9504ea5839aa7eacb8,Key manage toward nice.,345778,55208.3,2025-05-03 18:58:13,2025-06-22 18:58:13,PAGADA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,,RO,GL,,then,often,,1,7,,39956,35802,,39956,250614,,Tonight card cost for.,Star direction piece business everybody fall.,,school,western,,,,,DISPONIBLE,FUERA_DE_SERVICIO,,,,,2,2,,,,,6816ad9504ea5839aa7ea998
6816ad9504ea5839aa7eacb9,View relate top another will end unit debate.,84402,13475.94,2025-05-03 18:58:13,2025-06-29 18:58:13,ATRASADO,SOLICITUD_DESCARGA,,,RO,,,relationship,,,3,,,23642,,,70926,,,Small fly area floor resource support fill.,,,recently,,,,,,DISPONIBLE,,,,,,10,,,,,,6816ad9504ea5839aa7ea999
6816ad9504ea5839aa7eacba,Someone test onto short.,453188,72357.7,2025-05-03 18:58:13,2025-06-28 18:58:13,PENDIENTE,SOLICITUD_CARGA,,,GS,,,key,,,10,,,38083,,,380830,,,Hotel seat start and half.,,,suffer,,,,,,FUERA_DE_SERVICIO,,,,,,1,,,,,,6816ad9504ea5839aa7ea99a
6816ad9504ea5839aa7eacbb,Project action certainly food tonight member information.,399996,63864.89,2025-05-03 18:58:13,2025-06-09 18:58:13,CANCELADO,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,CG,CN,,challenge,of,,9,4,,21959,34625,,197631,138500,,Throw control about letter sign.,Statement sport wind example gun fight so.,,service,sometimes,edge,,,,DISPONIBLE,DISPONIBLE,EN_USO,,,,6,9,8,,,,6816ad9504ea5839aa7ea99b
6816ad9504ea5839aa7eacbc,Range work some shoulder power staff popular.,590853,94337.85,2025-05-03 18:58:13,2025-06-10 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,CG,GS,,such,keep,,7,6,,46077,28996,,322539,173976,,System church rise culture low.,Would if require realize now analysis.,,off,market,,,set,,EN_MANTENIMIENTO,DISPONIBLE,,,DISPONIBLE,,8,7,,,5,,6816ad9504ea5839aa7ea99c
6816ad9504ea5839aa7eacbd,Price pass to treat age race.,291837,46595.79,2025-05-03 18:58:13,2025-06-25 18:58:13,PAGADA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,RO,GL,,sell,conference,,9,2,,21543,25677,,193887,51354,,Full family two out may boy.,Seven live begin actually question.,,soldier,actually,,,,,DISPONIBLE,EN_MANTENIMIENTO,,,,,4,9,,,,,6816ad9504ea5839aa7ea99d
6816ad9504ea5839aa7eacbe,Style husband claim become doctor.,220750,35245.76,2025-05-03 18:58:13,2025-06-07 18:58:13,PENDIENTE,SOLICITUD_CARGA,,,CG,,,movie,,,8,,,23188,,,185504,,,Director learn front consider PM.,,,focus,,attention,,,,FUERA_DE_SERVICIO,,EN_MANTENIMIENTO,,,,10,,9,,,,6816ad9504ea5839aa7ea99e
6816ad9504ea5839aa7eacbf,Able later better hundred.,338083,53979.57,2025-05-03 18:58:13,2025-07-01 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,GS,RO,,might,money,,1,6,,15567,44756,,15567,268536,,There away recent able.,Score foreign list skin.,,admit,responsibility,off,,,,FUERA_DE_SERVICIO,DISPONIBLE,EN_MANTENIMIENTO,,,,6,5,4,,,,6816ad9504ea5839aa7ea99f
6816ad9504ea5839aa7eacc0,Forward something however dinner probably finish trial.,196207,31327.2,2025-05-03 18:58:13,2025-06-03 18:58:13,ATRASADO,SOLICITUD_CARGA,,,GS,,,all,,,10,,,16488,,,164880,,,Manager I past establish hit.,,,bank,,,,,,DISPONIBLE,,,,,,3,,,,,,6816ad9504ea5839aa7ea9a0
6816ad9504ea5839aa7eacc1,Will education walk when guess scene pretty.,90309,14419.1,2025-05-03 18:58:13,2025-06-19 18:58:13,PAGADA,SOLICITUD_CARGA,,,GL,,,impact,,,2,,,37945,,,75890,,,Every star compare way.,,,mission,,reason,,,,EN_MANTENIMIENTO,,DISPONIBLE,,,,2,,3,,,,6816ad9504ea5839aa7ea9a1
6816ad9504ea5839aa7eacc2,Grow avoid score ago current there.,319604,51029.25,2025-05-03 18:58:13,2025-06-04 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,CN,RO,GS,lay,mention,later,4,2,3,44999,20573,15811,179996,41146,47433,Bit brother war ready whatever prevent.,Sense watch mind this toward court town.,Laugh fill along wait responsibility economic.,time,nor,however,visit,,,FUERA_DE_SERVICIO,EN_USO,EN_MANTENIMIENTO,FUERA_DE_SERVICIO,,,4,6,2,1,,,6816ad9504ea5839aa7ea9a2
6816ad9504ea5839aa7eacc3,Pretty fall partner character.,487445,77827.42,2025-05-03 18:58:13,2025-06-22 18:58:13,ATRASADO,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,GS,CG,RO,central,bank,here,7,8,1,19007,33127,11553,133049,265016,11553,Animal ask science economic more agency.,Account PM and put rule way check himself.,Single hard whom tend.,industry,notice,,coach,,brother,EN_USO,EN_MANTENIMIENTO,,DISPONIBLE,,DISPONIBLE,6,2,,10,,8,6816ad9504ea5839aa7ea9a3
6816ad9504ea5839aa7eacc4,Near quality enough law have adult school.,671621,107233.53,2025-05-03 18:58:13,2025-06-02 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,LQ,CG,GL,ever,consumer,mother,2,1,10,42383,18061,46156,84766,18061,461560,Know discover enough understand note plant.,College production system military.,Form tell receive consumer buy building look.,ready,little,professor,grow,,,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,EN_USO,EN_USO,,,3,4,1,2,,,6816ad9504ea5839aa7ea9a4
6816ad9504ea5839aa7eacc5,As family bit realize.,606792,96882.71,2025-05-03 18:58:13,2025-06-18 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_CARGA,,GS,GS,,which,job,,9,7,,19940,47207,,179460,330449,,Seven officer why fire color manager tell.,Board loss Mrs until while question than.,,follow,keep,particularly,,society,,EN_MANTENIMIENTO,EN_USO,FUERA_DE_SERVICIO,,EN_MANTENIMIENTO,,8,7,2,,10,,6816ad9504ea5839aa7ea9a5
6816ad9504ea5839aa7eacc6,Protect tax building shake.,1053400,168189.9,2025-05-03 18:58:13,2025-06-17 18:58:13,PAGADA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,,LQ,RO,,mean,by,,10,10,,48257,40264,,482570,402640,,Capital rate election same nor class watch.,Certainly rate find.,,prepare,fear,sister,,sign,,EN_MANTENIMIENTO,EN_USO,EN_USO,,FUERA_DE_SERVICIO,,5,8,3,,6,,6816ad9504ea5839aa7ea9a6
6816ad9504ea5839aa7eacc7,Cost great energy care to.,514665,82173.48,2025-05-03 18:58:13,2025-06-27 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,GL,RO,,build,citizen,,7,10,,38576,16246,,270032,162460,,Office none area kid.,Maintain cut finally born.,,source,first,serious,,,,DISPONIBLE,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,,,9,5,5,,,,6816ad9504ea5839aa7ea9a7
6816ad9504ea5839aa7eacc8,Mouth authority compare challenge sit across.,234196,37392.57,2025-05-03 18:58:13,2025-06-27 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,CG,GL,LQ,stage,movie,bill,1,6,1,23599,20920,47684,23599,125520,47684,Another American worry talk watch actually vote.,Those most attorney member system control.,One Mr hear director play all rise policy.,interview,interest,,Congress,factor,,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,EN_USO,EN_USO,,4,10,,4,1,,6816ad9504ea5839aa7ea9a8
6816ad9504ea5839aa7eacc9,First standard animal factor media.,676927,108080.74,2025-05-03 18:58:13,2025-06-08 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,LQ,LQ,CN,debate,manage,rest,10,1,5,38823,36541,28815,388230,36541,144075,Similar reduce boy region word.,Method great sport care smile care support.,Throughout join change land cell technology provide.,sign,new,own,pattern,soon,door,EN_USO,FUERA_DE_SERVICIO,EN_USO,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,8,10,8,1,10,3,6816ad9504ea5839aa7ea9a9
6816ad9504ea5839aa7eacca,Same risk ok range lot cause stay.,479186,76508.63,2025-05-03 18:58:13,2025-06-21 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_CARGA,,GL,CG,,want,hundred,,9,7,,12650,41261,,113850,288827,,Letter ground dinner center window argue.,Exist final too open drop natural tend.,,hour,activity,seek,,marriage,,FUERA_DE_SERVICIO,DISPONIBLE,EN_USO,,EN_MANTENIMIENTO,,1,7,8,,10,,6816ad9504ea5839aa7ea9aa
6816ad9504ea5839aa7eaccb,Mission able manage.,668610,106752.83,2025-05-03 18:58:13,2025-06-09 18:58:13,ATRASADO,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,LQ,GL,CG,consumer,short,investment,10,5,8,15503,36583,27989,155030,182915,223912,Everybody capital thought possible.,Statement authority which two chair dinner tough.,Others seem garden including wonder.,minute,lose,,dog,measure,evidence,DISPONIBLE,FUERA_DE_SERVICIO,,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,DISPONIBLE,2,4,,2,9,10,6816ad9504ea5839aa7ea9ab
6816ad9504ea5839aa7eaccc,Assume method friend from focus.,606983,96913.3,2025-05-03 18:58:13,2025-06-19 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,LQ,CG,CG,program,side,less,7,9,4,38879,18833,17105,272153,169497,68420,Nothing less board let boy forget.,Coach dinner list.,Section up floor.,campaign,concern,physical,soon,,,EN_USO,FUERA_DE_SERVICIO,DISPONIBLE,DISPONIBLE,,,5,10,5,8,,,6816ad9504ea5839aa7ea9ac
6816ad9504ea5839aa7eaccd,Deep then focus three worry join instead.,158157,25251.95,2025-05-03 18:58:13,2025-06-27 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,LQ,CN,,mind,save,,1,6,,36077,16138,,36077,96828,,According put fine despite.,Forward or box hot born significant fine.,,look,movie,near,,resource,,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,EN_MANTENIMIENTO,,EN_MANTENIMIENTO,,6,7,10,,5,,6816ad9504ea5839aa7ea9ad
6816ad9504ea5839aa7eacce,Party identify no I pick.,284440,45414.75,2025-05-03 18:58:13,2025-06-02 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,CG,GL,,story,though,,5,10,,20961,13422,,104805,134220,,Including happy clearly again religious apply.,Join situation class drug continue wide learn.,,will,mother,,,heart,,DISPONIBLE,DISPONIBLE,,,EN_MANTENIMIENTO,,6,10,,,4,,6816ad9504ea5839aa7ea9ae
6816ad9504ea5839aa7eaccf,Drive establish letter yes.,508193,81140.07,2025-05-03 18:58:13,2025-06-08 18:58:13,ATRASADO,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,GL,GL,RO,consumer,forward,particularly,4,10,3,20656,20882,45203,82624,208820,135609,Stock able likely opportunity culture remain international.,Security far nation future most.,House anyone federal such system.,trip,hair,move,fine,way,plant,EN_USO,FUERA_DE_SERVICIO,EN_USO,EN_MANTENIMIENTO,EN_USO,DISPONIBLE,1,9,8,2,9,4,6816ad9504ea5839aa7ea9af
6816ad9504ea5839aa7eacd0,Court father return well before.,332310,53057.88,2025-05-03 18:58:13,2025-06-25 18:58:13,PAGADA,SOLICITUD_CARGA,,,GL,,,dog,,,6,,,46542,,,279252,,,Hard always event quite school.,,,expert,,,,,,FUERA_DE_SERVICIO,,,,,,8,,,,,,6816ad9504ea5839aa7ea9b0
6816ad9504ea5839aa7eacd1,Son data agency large international general.,104730,16721.52,2025-05-03 18:58:13,2025-06-24 18:58:13,CANCELADO,SOLICITUD_CARGA,,,CG,,,go,,,3,,,29336,,,88008,,,Benefit ago argue position eat.,,,ground,,,,,,EN_MANTENIMIENTO,,,,,,9,,,,,,6816ad9504ea5839aa7ea9b1
6816ad9504ea5839aa7eacd2,Commercial success official response year.,326523,52133.91,2025-05-03 18:58:13,2025-07-02 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,CG,CN,,race,item,,4,5,,32156,29153,,128624,145765,,Baby laugh learn.,Everything others moment either chair.,,mouth,affect,,,,,EN_USO,EN_USO,,,,,5,3,,,,,6816ad9504ea5839aa7ea9b2
6816ad9504ea5839aa7eacd3,Source learn statement media.,212072,33860.28,2025-05-03 18:58:13,2025-06-27 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,CN,GL,,catch,dog,,3,7,,31292,12048,,93876,84336,,Lawyer fact three edge offer.,Couple situation similar major charge culture.,,so,century,,,,,EN_MANTENIMIENTO,FUERA_DE_SERVICIO,,,,,9,2,,,,,6816ad9504ea5839aa7ea9b3
6816ad9504ea5839aa7eacd4,Minute trade consumer among appear camera Mrs.,175778,28065.47,2025-05-03 18:58:13,2025-06-09 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,RO,GS,,test,recognize,,1,3,,29975,39246,,29975,117738,,Popular see player carry might field Mr.,Dog member Congress manager indeed certain ever.,,ten,remain,factor,,behind,,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,EN_MANTENIMIENTO,,DISPONIBLE,,9,8,8,,10,,6816ad9504ea5839aa7ea9b4
6816ad9504ea5839aa7eacd5,Station relationship head certainly worry professional.,1043828,166661.54,2025-05-03 18:58:13,2025-06-03 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,GL,CG,RO,let,court,see,10,4,8,39701,48461,35789,397010,193844,286312,Your group next sell attorney floor.,Feel front pick he.,Board service PM station so.,wall,summer,interview,my,finish,will,EN_MANTENIMIENTO,EN_MANTENIMIENTO,EN_MANTENIMIENTO,DISPONIBLE,DISPONIBLE,FUERA_DE_SERVICIO,7,4,7,3,2,8,6816ad9504ea5839aa7ea9b5
6816ad9504ea5839aa7eacd6,Alone cause night keep chair bit writer.,320024,51096.32,2025-05-03 18:58:13,2025-06-13 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,GS,GL,,someone,to,,4,9,,27047,17860,,108188,160740,,Current cost fine either value table blood.,General drive rule open enter four.,,cause,Mrs,,,place,,FUERA_DE_SERVICIO,DISPONIBLE,,,DISPONIBLE,,8,10,,,6,,6816ad9504ea5839aa7ea9b6
6816ad9504ea5839aa7eacd7,Structure minute themselves meeting.,83809,13381.32,2025-05-03 18:58:13,2025-06-18 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,,,LQ,,,listen,,,4,,,17607,,,70428,,,Us figure set likely customer.,,,yard,,feel,,,,EN_MANTENIMIENTO,,DISPONIBLE,,,,1,,2,,,,6816ad9504ea5839aa7ea9b7
6816ad9504ea5839aa7eacd8,Figure deep exactly public professor.,717328,114531.43,2025-05-03 18:58:13,2025-06-06 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,RO,GL,CN,want,authority,on,9,2,9,36786,37595,21837,331074,75190,196533,Trial theory strategy ground.,Too lot include many feeling hit edge.,Place skin myself budget risk method.,loss,letter,,result,anyone,,EN_USO,DISPONIBLE,,EN_MANTENIMIENTO,DISPONIBLE,,6,4,,6,7,,6816ad9504ea5839aa7ea9b8
6816ad9504ea5839aa7eacd9,Until poor build industry top skin.,749369,119647.18,2025-05-03 18:58:13,2025-06-11 18:58:13,CANCELADO,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,,GS,CG,,process,level,,6,10,,37762,40315,,226572,403150,,Share yeah bring total help.,Stand nor office wall we style.,,area,news,brother,,,,DISPONIBLE,EN_USO,DISPONIBLE,,,,4,7,6,,,,6816ad9504ea5839aa7ea9b9
6816ad9504ea5839aa7eacda,Stay let night animal share station water.,356431,56909.18,2025-05-03 18:58:13,2025-06-24 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,CN,GL,,director,middle,,6,10,,27507,13448,,165042,134480,,Cost clear analysis production wife.,No community feel himself charge against.,,produce,operation,,,,,EN_USO,FUERA_DE_SERVICIO,,,,,4,2,,,,,6816ad9504ea5839aa7ea9ba
